,Time tweeted,Username,Tweet,Punct_Tweet,Tokenize_Tweet,nonStopWordsTweet,StemmedTweets,LemmantizeTweets
416,2020-10-22 17:53:19,Tony Pestana,"RT @Firefly3083: Things that make me happy:   I voted for Joe Biden &amp; Kamala Harris.   Not Hunter Biden nor Trump/Pence

It seems somewhat…","RT Firefly Things that make me happy   I voted for Joe Biden amp Kamala Harris   Not Hunter Biden nor TrumpPence

It seems somewhat…","['rt', 'firefly', 'things', 'that', 'make', 'me', 'happy', 'i', 'voted', 'for', 'joe', 'biden', 'amp', 'kamala', 'harris', 'not', 'hunter', 'biden', 'nor', 'trumppence', 'it', 'seems', 'somewhat', '']","['rt', 'firefly', 'things', 'make', 'happy', 'voted', 'joe', 'biden', 'amp', 'kamala', 'harris', 'hunter', 'biden', 'trumppence', 'seems', 'somewhat', '']","['rt', 'firefli', 'thing', 'make', 'happi', 'vote', 'joe', 'biden', 'amp', 'kamala', 'harri', 'hunter', 'biden', 'trumppenc', 'seem', 'somewhat', '']","['rt', 'firefly', 'thing', 'make', 'happy', 'voted', 'joe', 'biden', 'amp', 'kamala', 'harris', 'hunter', 'biden', 'trumppence', 'seems', 'somewhat', '']"
417,2020-10-22 17:52:39,Steve Raggio,List his growing Biden Harris  going to smack  trump pence on November 3 of2020,List his growing Biden Harris  going to smack  trump pence on November  of,"['list', 'his', 'growing', 'biden', 'harris', 'going', 'to', 'smack', 'trump', 'pence', 'on', 'november', 'of']","['list', 'growing', 'biden', 'harris', 'going', 'smack', 'trump', 'pence', 'november']","['list', 'grow', 'biden', 'harri', 'go', 'smack', 'trump', 'penc', 'novemb']","['list', 'growing', 'biden', 'harris', 'going', 'smack', 'trump', 'penny', 'november']"
418,2020-10-22 17:49:55,Firefly,"Things that make me happy:   I voted for Joe Biden &amp; Kamala Harris.   Not Hunter Biden nor Trump/Pence

It seems so… https://t.co/EcfzxIqOkW","Things that make me happy   I voted for Joe Biden amp Kamala Harris   Not Hunter Biden nor TrumpPence

It seems so… httpstcoEcfzxIqOkW","['things', 'that', 'make', 'me', 'happy', 'i', 'voted', 'for', 'joe', 'biden', 'amp', 'kamala', 'harris', 'not', 'hunter', 'biden', 'nor', 'trumppence', 'it', 'seems', 'so', 'httpstcoecfzxiqokw']","['things', 'make', 'happy', 'voted', 'joe', 'biden', 'amp', 'kamala', 'harris', 'hunter', 'biden', 'trumppence', 'seems', 'httpstcoecfzxiqokw']","['thing', 'make', 'happi', 'vote', 'joe', 'biden', 'amp', 'kamala', 'harri', 'hunter', 'biden', 'trumppenc', 'seem', 'httpstcoecfzxiqokw']","['thing', 'make', 'happy', 'voted', 'joe', 'biden', 'amp', 'kamala', 'harris', 'hunter', 'biden', 'trumppence', 'seems', 'httpstcoecfzxiqokw']"
419,2020-10-22 17:49:48,Bears UK,Out of interest what NFL team does Trump/Biden  and  Pence/Harris support @saraopalmiller @BearsPodcast @soxbearpayton,Out of interest what NFL team does TrumpBiden  and  PenceHarris support saraopalmiller BearsPodcast soxbearpayton,"['out', 'of', 'interest', 'what', 'nfl', 'team', 'does', 'trumpbiden', 'and', 'penceharris', 'support', 'saraopalmiller', 'bearspodcast', 'soxbearpayton']","['interest', 'nfl', 'team', 'trumpbiden', 'penceharris', 'support', 'saraopalmiller', 'bearspodcast', 'soxbearpayton']","['interest', 'nfl', 'team', 'trumpbiden', 'penceharri', 'support', 'saraopalmil', 'bearspodcast', 'soxbearpayton']","['interest', 'nfl', 'team', 'trumpbiden', 'penceharris', 'support', 'saraopalmiller', 'bearspodcast', 'soxbearpayton']"
420,2020-10-22 17:49:38,Fred Peng,"@18_842454 @Pdafy1oCrWSklHt @wangzhian8848 2020 Presidential Election Winner
1.50
Joe Biden
2.62
Donald Trump
81.00… https://t.co/Db42PRbCfT"," PdafyoCrWSklHt wangzhian  Presidential Election Winner

Joe Biden

Donald Trump
… httpstcoDbPRbCfT","['', 'pdafyocrwsklht', 'wangzhian', 'presidential', 'election', 'winner', 'joe', 'biden', 'donald', 'trump', 'httpstcodbprbcft']","['', 'pdafyocrwsklht', 'wangzhian', 'presidential', 'election', 'winner', 'joe', 'biden', 'donald', 'trump', 'httpstcodbprbcft']","['', 'pdafyocrwsklht', 'wangzhian', 'presidenti', 'elect', 'winner', 'joe', 'biden', 'donald', 'trump', 'httpstcodbprbcft']","['', 'pdafyocrwsklht', 'wangzhian', 'presidential', 'election', 'winner', 'joe', 'biden', 'donald', 'trump', 'httpstcodbprbcft']"
421,2020-10-22 17:49:37,Paul Howard,"RT @FallonandByrne: We’re all a little fed-up with unprecedented times these days, so here’s something you can rely on: the Fallon &amp; Byrne…",RT FallonandByrne We’re all a little fedup with unprecedented times these days so here’s something you can rely on the Fallon amp Byrne…,"['rt', 'fallonandbyrne', 'we', 're', 'all', 'a', 'little', 'fedup', 'with', 'unprecedented', 'times', 'these', 'days', 'so', 'here', 's', 'something', 'you', 'can', 'rely', 'on', 'the', 'fallon', 'amp', 'byrne', '']","['rt', 'fallonandbyrne', 'little', 'fedup', 'unprecedented', 'times', 'days', 'something', 'rely', 'fallon', 'amp', 'byrne', '']","['rt', 'fallonandbyrn', 'littl', 'fedup', 'unpreced', 'time', 'day', 'someth', 'reli', 'fallon', 'amp', 'byrn', '']","['rt', 'fallonandbyrne', 'little', 'fedup', 'unprecedented', 'time', 'day', 'something', 'rely', 'fallon', 'amp', 'byrne', '']"
422,2020-10-22 17:49:25,Brexit is a Feminist Issue,RT @wordspinster: Getting ready for the second round of Trump v Biden? Here's a reminder of Pence v Harris. Prediction: tonight's debate wi…,RT wordspinster Getting ready for the second round of Trump v Biden Heres a reminder of Pence v Harris Prediction tonights debate wi…,"['rt', 'wordspinster', 'getting', 'ready', 'for', 'the', 'second', 'round', 'of', 'trump', 'v', 'biden', 'heres', 'a', 'reminder', 'of', 'pence', 'v', 'harris', 'prediction', 'tonights', 'debate', 'wi', '']","['rt', 'wordspinster', 'getting', 'ready', 'second', 'round', 'trump', 'v', 'biden', 'heres', 'reminder', 'pence', 'v', 'harris', 'prediction', 'tonights', 'debate', 'wi', '']","['rt', 'wordspinst', 'get', 'readi', 'second', 'round', 'trump', 'v', 'biden', 'here', 'remind', 'penc', 'v', 'harri', 'predict', 'tonight', 'debat', 'wi', '']","['rt', 'wordspinster', 'getting', 'ready', 'second', 'round', 'trump', 'v', 'biden', 'here', 'reminder', 'penny', 'v', 'harris', 'prediction', 'tonight', 'debate', 'wi', '']"
423,2020-10-22 17:49:09,Thomas Miller,"Thursday, October 22, 2020, 10:28:24 AM Pacific 
Democratic ticket has an 83.2%
  chance of winning #Election2020… https://t.co/tx3UpRLt9h","Thursday October    AM Pacific 
Democratic ticket has an 
  chance of winning Election… httpstcotxUpRLth","['thursday', 'october', 'am', 'pacific', 'democratic', 'ticket', 'has', 'an', 'chance', 'of', 'winning', 'election', 'httpstcotxuprlth']","['thursday', 'october', 'pacific', 'democratic', 'ticket', 'chance', 'winning', 'election', 'httpstcotxuprlth']","['thursday', 'octob', 'pacif', 'democrat', 'ticket', 'chanc', 'win', 'elect', 'httpstcotxuprlth']","['thursday', 'october', 'pacific', 'democratic', 'ticket', 'chance', 'winning', 'election', 'httpstcotxuprlth']"
424,2020-10-22 17:47:47,Andrew O'Connell,RT @wordspinster: Getting ready for the second round of Trump v Biden? Here's a reminder of Pence v Harris. Prediction: tonight's debate wi…,RT wordspinster Getting ready for the second round of Trump v Biden Heres a reminder of Pence v Harris Prediction tonights debate wi…,"['rt', 'wordspinster', 'getting', 'ready', 'for', 'the', 'second', 'round', 'of', 'trump', 'v', 'biden', 'heres', 'a', 'reminder', 'of', 'pence', 'v', 'harris', 'prediction', 'tonights', 'debate', 'wi', '']","['rt', 'wordspinster', 'getting', 'ready', 'second', 'round', 'trump', 'v', 'biden', 'heres', 'reminder', 'pence', 'v', 'harris', 'prediction', 'tonights', 'debate', 'wi', '']","['rt', 'wordspinst', 'get', 'readi', 'second', 'round', 'trump', 'v', 'biden', 'here', 'remind', 'penc', 'v', 'harri', 'predict', 'tonight', 'debat', 'wi', '']","['rt', 'wordspinster', 'getting', 'ready', 'second', 'round', 'trump', 'v', 'biden', 'here', 'reminder', 'penny', 'v', 'harris', 'prediction', 'tonight', 'debate', 'wi', '']"
425,2020-10-22 17:46:34,Debbie Cameron,Getting ready for the second round of Trump v Biden? Here's a reminder of Pence v Harris. Prediction: tonight's deb… https://t.co/RtM5nY8ThT,Getting ready for the second round of Trump v Biden Heres a reminder of Pence v Harris Prediction tonights deb… httpstcoRtMnYThT,"['getting', 'ready', 'for', 'the', 'second', 'round', 'of', 'trump', 'v', 'biden', 'heres', 'a', 'reminder', 'of', 'pence', 'v', 'harris', 'prediction', 'tonights', 'deb', 'httpstcortmnytht']","['getting', 'ready', 'second', 'round', 'trump', 'v', 'biden', 'heres', 'reminder', 'pence', 'v', 'harris', 'prediction', 'tonights', 'deb', 'httpstcortmnytht']","['get', 'readi', 'second', 'round', 'trump', 'v', 'biden', 'here', 'remind', 'penc', 'v', 'harri', 'predict', 'tonight', 'deb', 'httpstcortmnytht']","['getting', 'ready', 'second', 'round', 'trump', 'v', 'biden', 'here', 'reminder', 'penny', 'v', 'harris', 'prediction', 'tonight', 'deb', 'httpstcortmnytht']"
426,2020-10-22 17:46:27,The Lily,"At 44, Welker is 29 years younger than Chris Wallace, who moderated the massively unpleasant first debate between T… https://t.co/fnjMyIz1Zc",At  Welker is  years younger than Chris Wallace who moderated the massively unpleasant first debate between T… httpstcofnjMyIzZc,"['at', 'welker', 'is', 'years', 'younger', 'than', 'chris', 'wallace', 'who', 'moderated', 'the', 'massively', 'unpleasant', 'first', 'debate', 'between', 't', 'httpstcofnjmyizzc']","['welker', 'years', 'younger', 'chris', 'wallace', 'moderated', 'massively', 'unpleasant', 'first', 'debate', 'httpstcofnjmyizzc']","['welker', 'year', 'younger', 'chri', 'wallac', 'moder', 'massiv', 'unpleas', 'first', 'debat', 'httpstcofnjmyizzc']","['welker', 'year', 'younger', 'chris', 'wallace', 'moderated', 'massively', 'unpleasant', 'first', 'debate', 'httpstcofnjmyizzc']"
427,2020-10-22 17:44:59,Ellen,"RT @sallykitty2: @herbig_n 60 MINUTES  SUNDAY, OCTOBER 25   CBS  7:30 PM ET  (after the NFL football game ends)
Lesley Stahl, Scott Pelley,…","RT sallykitty herbign  MINUTES  SUNDAY OCTOBER    CBS   PM ET  after the NFL football game ends
Lesley Stahl Scott Pelley…","['rt', 'sallykitty', 'herbign', 'minutes', 'sunday', 'october', 'cbs', 'pm', 'et', 'after', 'the', 'nfl', 'football', 'game', 'ends', 'lesley', 'stahl', 'scott', 'pelley', '']","['rt', 'sallykitty', 'herbign', 'minutes', 'sunday', 'october', 'cbs', 'pm', 'et', 'nfl', 'football', 'game', 'ends', 'lesley', 'stahl', 'scott', 'pelley', '']","['rt', 'sallykitti', 'herbign', 'minut', 'sunday', 'octob', 'cb', 'pm', 'et', 'nfl', 'footbal', 'game', 'end', 'lesley', 'stahl', 'scott', 'pelley', '']","['rt', 'sallykitty', 'herbign', 'minute', 'sunday', 'october', 'cbs', 'pm', 'et', 'nfl', 'football', 'game', 'end', 'lesley', 'stahl', 'scott', 'pelley', '']"
428,2020-10-22 17:44:53,El Patriarca Feministo,@adiazpi @JoeBiden Biden perderá se forma contundente. Solo hay que ver los eventos masivos de Trump-Pence y los de… https://t.co/ND0Dyl12KB,adiazpi JoeBiden Biden perderá se forma contundente Solo hay que ver los eventos masivos de TrumpPence y los de… httpstcoNDDylKB,"['adiazpi', 'joebiden', 'biden', 'perderá', 'se', 'forma', 'contundente', 'solo', 'hay', 'que', 'ver', 'los', 'eventos', 'masivos', 'de', 'trumppence', 'y', 'los', 'de', 'httpstconddylkb']","['adiazpi', 'joebiden', 'biden', 'perderá', 'se', 'forma', 'contundente', 'solo', 'hay', 'que', 'ver', 'los', 'eventos', 'masivos', 'de', 'trumppence', 'los', 'de', 'httpstconddylkb']","['adiazpi', 'joebiden', 'biden', 'perderá', 'se', 'forma', 'contundent', 'solo', 'hay', 'que', 'ver', 'lo', 'evento', 'masivo', 'de', 'trumppenc', 'lo', 'de', 'httpstconddylkb']","['adiazpi', 'joebiden', 'biden', 'perderá', 'se', 'forma', 'contundente', 'solo', 'hay', 'que', 'ver', 'los', 'eventos', 'masivos', 'de', 'trumppence', 'los', 'de', 'httpstconddylkb']"
429,2020-10-22 17:44:35,Ellen,"@herbig_n 60 MINUTES  SUNDAY, OCTOBER 25   CBS  7:30 PM ET  (after the NFL football game ends)
Lesley Stahl, Scott… https://t.co/9kWHf1JQdu","herbign  MINUTES  SUNDAY OCTOBER    CBS   PM ET  after the NFL football game ends
Lesley Stahl Scott… httpstcokWHfJQdu","['herbign', 'minutes', 'sunday', 'october', 'cbs', 'pm', 'et', 'after', 'the', 'nfl', 'football', 'game', 'ends', 'lesley', 'stahl', 'scott', 'httpstcokwhfjqdu']","['herbign', 'minutes', 'sunday', 'october', 'cbs', 'pm', 'et', 'nfl', 'football', 'game', 'ends', 'lesley', 'stahl', 'scott', 'httpstcokwhfjqdu']","['herbign', 'minut', 'sunday', 'octob', 'cb', 'pm', 'et', 'nfl', 'footbal', 'game', 'end', 'lesley', 'stahl', 'scott', 'httpstcokwhfjqdu']","['herbign', 'minute', 'sunday', 'october', 'cbs', 'pm', 'et', 'nfl', 'football', 'game', 'end', 'lesley', 'stahl', 'scott', 'httpstcokwhfjqdu']"
430,2020-10-22 17:43:45,COVID-19 still deadly,"Some fantasized how Biden could get COVID-19 before 1st debate.

Some others fantasized how Biden, if elected, coul… https://t.co/geUoWgKn4t","Some fantasized how Biden could get COVID before st debate

Some others fantasized how Biden if elected coul… httpstcogeUoWgKnt","['some', 'fantasized', 'how', 'biden', 'could', 'get', 'covid', 'before', 'st', 'debate', 'some', 'others', 'fantasized', 'how', 'biden', 'if', 'elected', 'coul', 'httpstcogeuowgknt']","['fantasized', 'biden', 'could', 'get', 'covid', 'st', 'debate', 'others', 'fantasized', 'biden', 'elected', 'coul', 'httpstcogeuowgknt']","['fantas', 'biden', 'could', 'get', 'covid', 'st', 'debat', 'other', 'fantas', 'biden', 'elect', 'coul', 'httpstcogeuowgknt']","['fantasized', 'biden', 'could', 'get', 'covid', 'st', 'debate', 'others', 'fantasized', 'biden', 'elected', 'coul', 'httpstcogeuowgknt']"
431,2020-10-22 17:42:07,Sandra Rupp,Bombshells are coming out fast about Biden/Harris. There is no choice now but to vote for Trump/Pence! LET FREEDOM… https://t.co/pSa9jmSfvo,Bombshells are coming out fast about BidenHarris There is no choice now but to vote for TrumpPence LET FREEDOM… httpstcopSajmSfvo,"['bombshells', 'are', 'coming', 'out', 'fast', 'about', 'bidenharris', 'there', 'is', 'no', 'choice', 'now', 'but', 'to', 'vote', 'for', 'trumppence', 'let', 'freedom', 'httpstcopsajmsfvo']","['bombshells', 'coming', 'fast', 'bidenharris', 'choice', 'vote', 'trumppence', 'let', 'freedom', 'httpstcopsajmsfvo']","['bombshel', 'come', 'fast', 'bidenharri', 'choic', 'vote', 'trumppenc', 'let', 'freedom', 'httpstcopsajmsfvo']","['bombshell', 'coming', 'fast', 'bidenharris', 'choice', 'vote', 'trumppence', 'let', 'freedom', 'httpstcopsajmsfvo']"
432,2020-10-22 17:39:09,Fred Peng,"@XiaBamboohermit 我的市场 (0)所有市场 (1)
US Election 2020 - State Betting N to W
选项赔率
1.03
共和党
11.00
民主党
犹他州罗姆尼是稳胜的，但他为何不支… https://t.co/nfxFR7VOyX","XiaBamboohermit 我的市场 所有市场 
US Election   State Betting N to W
选项赔率

共和党

民主党
犹他州罗姆尼是稳胜的，但他为何不支… httpstconfxFRVOyX","['xiabamboohermit', '我的市场', '所有市场', 'us', 'election', 'state', 'betting', 'n', 'to', 'w', '选项赔率', '共和党', '民主党', '犹他州罗姆尼是稳胜的', '但他为何不支', 'httpstconfxfrvoyx']","['xiabamboohermit', '我的市场', '所有市场', 'us', 'election', 'state', 'betting', 'n', 'w', '选项赔率', '共和党', '民主党', '犹他州罗姆尼是稳胜的', '但他为何不支', 'httpstconfxfrvoyx']","['xiabamboohermit', '我的市场', '所有市场', 'us', 'elect', 'state', 'bet', 'n', 'w', '选项赔率', '共和党', '民主党', '犹他州罗姆尼是稳胜的', '但他为何不支', 'httpstconfxfrvoyx']","['xiabamboohermit', '我的市场', '所有市场', 'u', 'election', 'state', 'betting', 'n', 'w', '选项赔率', '共和党', '民主党', '犹他州罗姆尼是稳胜的', '但他为何不支', 'httpstconfxfrvoyx']"
433,2020-10-22 17:37:08,Spectrum News 13,"RT @NewsGuyGreg: CONFIRMED: Vice President Mike Pence will be in LAKELAND and TALLAHASSEE Saturday. 

President Donald Trump will be in The…","RT NewsGuyGreg CONFIRMED Vice President Mike Pence will be in LAKELAND and TALLAHASSEE Saturday 

President Donald Trump will be in The…","['rt', 'newsguygreg', 'confirmed', 'vice', 'president', 'mike', 'pence', 'will', 'be', 'in', 'lakeland', 'and', 'tallahassee', 'saturday', 'president', 'donald', 'trump', 'will', 'be', 'in', 'the', '']","['rt', 'newsguygreg', 'confirmed', 'vice', 'president', 'mike', 'pence', 'lakeland', 'tallahassee', 'saturday', 'president', 'donald', 'trump', '']","['rt', 'newsguygreg', 'confirm', 'vice', 'presid', 'mike', 'penc', 'lakeland', 'tallahasse', 'saturday', 'presid', 'donald', 'trump', '']","['rt', 'newsguygreg', 'confirmed', 'vice', 'president', 'mike', 'penny', 'lakeland', 'tallahassee', 'saturday', 'president', 'donald', 'trump', '']"
434,2020-10-22 17:36:41,CallMeDaisy-RoadsScholar,@AndreaR9Md Biden should bring one of those fly swatters that have become hot merchandise since the Harris Pence de… https://t.co/pF60NmV2t4,AndreaRMd Biden should bring one of those fly swatters that have become hot merchandise since the Harris Pence de… httpstcopFNmVt,"['andrearmd', 'biden', 'should', 'bring', 'one', 'of', 'those', 'fly', 'swatters', 'that', 'have', 'become', 'hot', 'merchandise', 'since', 'the', 'harris', 'pence', 'de', 'httpstcopfnmvt']","['andrearmd', 'biden', 'bring', 'one', 'fly', 'swatters', 'become', 'hot', 'merchandise', 'since', 'harris', 'pence', 'de', 'httpstcopfnmvt']","['andrearmd', 'biden', 'bring', 'one', 'fli', 'swatter', 'becom', 'hot', 'merchandis', 'sinc', 'harri', 'penc', 'de', 'httpstcopfnmvt']","['andrearmd', 'biden', 'bring', 'one', 'fly', 'swatter', 'become', 'hot', 'merchandise', 'since', 'harris', 'penny', 'de', 'httpstcopfnmvt']"
435,2020-10-22 17:32:37,jan dodge,"RT @DrEricDing: 3) “I always run random checks. Whenever someone is in the news, I monitor. I ran a check on the Biden, Pence and Harris ac…",RT DrEricDing  “I always run random checks Whenever someone is in the news I monitor I ran a check on the Biden Pence and Harris ac…,"['rt', 'drericding', 'i', 'always', 'run', 'random', 'checks', 'whenever', 'someone', 'is', 'in', 'the', 'news', 'i', 'monitor', 'i', 'ran', 'a', 'check', 'on', 'the', 'biden', 'pence', 'and', 'harris', 'ac', '']","['rt', 'drericding', 'always', 'run', 'random', 'checks', 'whenever', 'someone', 'news', 'monitor', 'ran', 'check', 'biden', 'pence', 'harris', 'ac', '']","['rt', 'drericd', 'alway', 'run', 'random', 'check', 'whenev', 'someon', 'news', 'monitor', 'ran', 'check', 'biden', 'penc', 'harri', 'ac', '']","['rt', 'drericding', 'always', 'run', 'random', 'check', 'whenever', 'someone', 'news', 'monitor', 'ran', 'check', 'biden', 'penny', 'harris', 'ac', '']"
436,2020-10-22 17:31:33,Searcher of Dark Truth,"VP debate: Kamala Harris claims Biden’s policies would save George Floyd – ‘Still alive' https://t.co/ptnYZiPhS1 

😂👍🏻","VP debate Kamala Harris claims Biden’s policies would save George Floyd – ‘Still alive httpstcoptnYZiPhS 

😂👍🏻","['vp', 'debate', 'kamala', 'harris', 'claims', 'biden', 's', 'policies', 'would', 'save', 'george', 'floyd', 'still', 'alive', 'httpstcoptnyziphs', '']","['vp', 'debate', 'kamala', 'harris', 'claims', 'biden', 'policies', 'would', 'save', 'george', 'floyd', 'still', 'alive', 'httpstcoptnyziphs', '']","['vp', 'debat', 'kamala', 'harri', 'claim', 'biden', 'polici', 'would', 'save', 'georg', 'floyd', 'still', 'aliv', 'httpstcoptnyziph', '']","['vp', 'debate', 'kamala', 'harris', 'claim', 'biden', 'policy', 'would', 'save', 'george', 'floyd', 'still', 'alive', 'httpstcoptnyziphs', '']"
437,2020-10-22 17:30:27,Bluescity,"@Mariann17692677 @realDonaldTrump Trump Pence. Biden corrupt, been feeding lies for 47 years taking your money and… https://t.co/KxQVaczVEE",Mariann realDonaldTrump Trump Pence Biden corrupt been feeding lies for  years taking your money and… httpstcoKxQVaczVEE,"['mariann', 'realdonaldtrump', 'trump', 'pence', 'biden', 'corrupt', 'been', 'feeding', 'lies', 'for', 'years', 'taking', 'your', 'money', 'and', 'httpstcokxqvaczvee']","['mariann', 'realdonaldtrump', 'trump', 'pence', 'biden', 'corrupt', 'feeding', 'lies', 'years', 'taking', 'money', 'httpstcokxqvaczvee']","['mariann', 'realdonaldtrump', 'trump', 'penc', 'biden', 'corrupt', 'feed', 'lie', 'year', 'take', 'money', 'httpstcokxqvaczve']","['mariann', 'realdonaldtrump', 'trump', 'penny', 'biden', 'corrupt', 'feeding', 'lie', 'year', 'taking', 'money', 'httpstcokxqvaczvee']"
438,2020-10-22 17:30:06,Granny who tweets 🆘,"RT @NewsGuyGreg: CONFIRMED: Vice President Mike Pence will be in LAKELAND and TALLAHASSEE Saturday. 

President Donald Trump will be in The…","RT NewsGuyGreg CONFIRMED Vice President Mike Pence will be in LAKELAND and TALLAHASSEE Saturday 

President Donald Trump will be in The…","['rt', 'newsguygreg', 'confirmed', 'vice', 'president', 'mike', 'pence', 'will', 'be', 'in', 'lakeland', 'and', 'tallahassee', 'saturday', 'president', 'donald', 'trump', 'will', 'be', 'in', 'the', '']","['rt', 'newsguygreg', 'confirmed', 'vice', 'president', 'mike', 'pence', 'lakeland', 'tallahassee', 'saturday', 'president', 'donald', 'trump', '']","['rt', 'newsguygreg', 'confirm', 'vice', 'presid', 'mike', 'penc', 'lakeland', 'tallahasse', 'saturday', 'presid', 'donald', 'trump', '']","['rt', 'newsguygreg', 'confirmed', 'vice', 'president', 'mike', 'penny', 'lakeland', 'tallahassee', 'saturday', 'president', 'donald', 'trump', '']"
439,2020-10-22 17:29:45,Greg Angel,"CONFIRMED: Vice President Mike Pence will be in LAKELAND and TALLAHASSEE Saturday. 

President Donald Trump will be… https://t.co/eScEvN3Jwq","CONFIRMED Vice President Mike Pence will be in LAKELAND and TALLAHASSEE Saturday 

President Donald Trump will be… httpstcoeScEvNJwq","['confirmed', 'vice', 'president', 'mike', 'pence', 'will', 'be', 'in', 'lakeland', 'and', 'tallahassee', 'saturday', 'president', 'donald', 'trump', 'will', 'be', 'httpstcoescevnjwq']","['confirmed', 'vice', 'president', 'mike', 'pence', 'lakeland', 'tallahassee', 'saturday', 'president', 'donald', 'trump', 'httpstcoescevnjwq']","['confirm', 'vice', 'presid', 'mike', 'penc', 'lakeland', 'tallahasse', 'saturday', 'presid', 'donald', 'trump', 'httpstcoescevnjwq']","['confirmed', 'vice', 'president', 'mike', 'penny', 'lakeland', 'tallahassee', 'saturday', 'president', 'donald', 'trump', 'httpstcoescevnjwq']"
440,2020-10-22 17:26:47,James Raftery,"RT @DrEricDing: 3) “I always run random checks. Whenever someone is in the news, I monitor. I ran a check on the Biden, Pence and Harris ac…",RT DrEricDing  “I always run random checks Whenever someone is in the news I monitor I ran a check on the Biden Pence and Harris ac…,"['rt', 'drericding', 'i', 'always', 'run', 'random', 'checks', 'whenever', 'someone', 'is', 'in', 'the', 'news', 'i', 'monitor', 'i', 'ran', 'a', 'check', 'on', 'the', 'biden', 'pence', 'and', 'harris', 'ac', '']","['rt', 'drericding', 'always', 'run', 'random', 'checks', 'whenever', 'someone', 'news', 'monitor', 'ran', 'check', 'biden', 'pence', 'harris', 'ac', '']","['rt', 'drericd', 'alway', 'run', 'random', 'check', 'whenev', 'someon', 'news', 'monitor', 'ran', 'check', 'biden', 'penc', 'harri', 'ac', '']","['rt', 'drericding', 'always', 'run', 'random', 'check', 'whenever', 'someone', 'news', 'monitor', 'ran', 'check', 'biden', 'penny', 'harris', 'ac', '']"
441,2020-10-22 17:24:58,Grammy 🌊,RT @Hotpage_News: Hospitalizations For Coronavirus Soar To 2-Month High In U.S. - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat #…,RT HotpageNews Hospitalizations For Coronavirus Soar To Month High In US  Biden Harris Trump Pence GOP Republican Democrat …,"['rt', 'hotpagenews', 'hospitalizations', 'for', 'coronavirus', 'soar', 'to', 'month', 'high', 'in', 'us', 'biden', 'harris', 'trump', 'pence', 'gop', 'republican', 'democrat', '']","['rt', 'hotpagenews', 'hospitalizations', 'coronavirus', 'soar', 'month', 'high', 'us', 'biden', 'harris', 'trump', 'pence', 'gop', 'republican', 'democrat', '']","['rt', 'hotpagenew', 'hospit', 'coronaviru', 'soar', 'month', 'high', 'us', 'biden', 'harri', 'trump', 'penc', 'gop', 'republican', 'democrat', '']","['rt', 'hotpagenews', 'hospitalization', 'coronavirus', 'soar', 'month', 'high', 'u', 'biden', 'harris', 'trump', 'penny', 'gop', 'republican', 'democrat', '']"
442,2020-10-22 17:19:29,Sue,"RT @DrEricDing: 3) “I always run random checks. Whenever someone is in the news, I monitor. I ran a check on the Biden, Pence and Harris ac…",RT DrEricDing  “I always run random checks Whenever someone is in the news I monitor I ran a check on the Biden Pence and Harris ac…,"['rt', 'drericding', 'i', 'always', 'run', 'random', 'checks', 'whenever', 'someone', 'is', 'in', 'the', 'news', 'i', 'monitor', 'i', 'ran', 'a', 'check', 'on', 'the', 'biden', 'pence', 'and', 'harris', 'ac', '']","['rt', 'drericding', 'always', 'run', 'random', 'checks', 'whenever', 'someone', 'news', 'monitor', 'ran', 'check', 'biden', 'pence', 'harris', 'ac', '']","['rt', 'drericd', 'alway', 'run', 'random', 'check', 'whenev', 'someon', 'news', 'monitor', 'ran', 'check', 'biden', 'penc', 'harri', 'ac', '']","['rt', 'drericding', 'always', 'run', 'random', 'check', 'whenever', 'someone', 'news', 'monitor', 'ran', 'check', 'biden', 'penny', 'harris', 'ac', '']"
443,2020-10-22 17:19:22,SOTB Chicago,RT @Hotpage_News: Boston and Chicago send students back home for online learning - #Biden #Harris #Trump #Pence #GOP #Republican #Democrat…,RT HotpageNews Boston and Chicago send students back home for online learning  Biden Harris Trump Pence GOP Republican Democrat…,"['rt', 'hotpagenews', 'boston', 'and', 'chicago', 'send', 'students', 'back', 'home', 'for', 'online', 'learning', 'biden', 'harris', 'trump', 'pence', 'gop', 'republican', 'democrat', '']","['rt', 'hotpagenews', 'boston', 'chicago', 'send', 'students', 'back', 'home', 'online', 'learning', 'biden', 'harris', 'trump', 'pence', 'gop', 'republican', 'democrat', '']","['rt', 'hotpagenew', 'boston', 'chicago', 'send', 'student', 'back', 'home', 'onlin', 'learn', 'biden', 'harri', 'trump', 'penc', 'gop', 'republican', 'democrat', '']","['rt', 'hotpagenews', 'boston', 'chicago', 'send', 'student', 'back', 'home', 'online', 'learning', 'biden', 'harris', 'trump', 'penny', 'gop', 'republican', 'democrat', '']"
